subject_curie	subject_name	predicate	object_curie	object_name	supporting_text	supporting_text_id	subject_location_in_text	object_location_in_text	extraction_confidence_score	supporting_document_year	supporting_text_section_type	predicted	support	subject_mentioned	object_mentioned	reasoning	runtime_seconds
DRUGBANK:DB00199	Erythromycin	biolink:affects	UniProtKB:Q15389	ANGP1_HUMAN Angiopoietin-1 (sprot)	Moreover, several clinically approved antibiotics, such as vancomycin, lincomycin, and erythromycin, have been bound to inhibit the plasma levels of ORMs/AGPs, including ORM1/AGP1 and ORM2/AGP2, which might be helpful for alleviating symptoms.	tmkp:117891eff7bacbb4e6a2b4e2de5356e4054daeab67e4b704564426ccc0466a76	[87, 99]	[175, 179]	0.99973375	2020	DISCUSS	False	no	True	False	The text mentions erythromycin, but it refers to inhibition of ORM1/AGP1 and ORM2/AGP2, not angiopoietin-1 (ANGP1). Since the object is not mentioned, the relationship cannot be supported.	11.423217058181763
DRUGBANK:DB00571	Propranolol	biolink:treats_or_applied_or_studied_to_treat	MONDO:0004950	gastric carcinoma	Propranolol blocks ADRBs, inducing apoptosis in different cell types and tumors in vitro, e.g., in ECs, pancreatic carcinoma cells, gastric carcinoma, and breast cancer.	tmkp:15b98bb0b662a0ed696ed4945c12a7c9f0438ff68f31901b973e4fea53457c16	[0, 11]	[132, 149]	0.6783917298519799	2022	INTRO	True	yes	True	True	The sentence explicitly mentions Propranolol and gastric carcinoma, stating that Propranolol induces apoptosis in gastric carcinoma cells in vitro, which constitutes a study investigating its potential therapeutic effect on that cancer.	8.71027135848999
CHEBI:18295	Histamine	biolink:affects	UniProtKB:P43694	GATA4_HUMAN Transcription factor GATA-4 (sprot)	Similarly, the upregulation of the cardiac progenitor cell markers NKX2.5 and GATA4 induced by histamine was completely reduced by C188-9, the specific inhibitor of the tyrosine phosphorylation of STAT3, similar to when H1R was blocked by pyrilamine (Fig.?6h).	tmkp:2020ea6e907785659a0d43003d7ef9fd8aee6df05d8c0f9e418d8b89c91e3a4d	[95, 104]	[78, 83]	0.9993799	2020	RESULTS	True	yes	True	True	The sentence states that histamine induces upregulation of GATA4, directly indicating that histamine affects the GATA4 protein.	10.380118608474731
DRUGBANK:DB00145	Glycine	biolink:affects	UniProtKB:P13569	CFTR_HUMAN Cystic fibrosis transmembrane conductance regulator (sprot)	In summary, the glycine hydrazides represent a new class of potent CFTR inhibitors with a novel external pore-occluding mechanism producing inward rectification and a reduction in mean channel open time.	tmkp:736e2933061c0a3c92af11cfcd1388704170b1bd7e3437c724ebfc8c3b56391e	[16, 23]	[67, 71]	0.9997334	2004	DISCUSS	False	no	True	True	The text mentions 'glycine' (as part of 'glycine hydrazides') and CFTR, and states that glycine hydrazides are potent CFTR inhibitors. However, the claim pertains to the hydrazide derivatives, not to glycine itself. Therefore, there is no direct evidence that glycine (DRUGBANK:DB00145) affects CFTR (UniProtKB:P13569).	15.177257061004639
DRUGBANK:DB14722	ADU-S100	biolink:affects	UniProtKB:P20702	ITAX_HUMAN Integrin alpha-X (sprot)	ADU S-100 treated tumors were also characterized by a marked increase in the number of physical contacts made between CD11c+ DCs and CD8+ T cells within the TME (figure 4E).	tmkp:26c13e864aef31de8e83c306f94b2c5d19833b8299ed6fa5938c07333dcb652c	[0, 9]	[118, 123]	0.99927276	2021	RESULTS	False	maybe	True	True	The text mentions ADU‑S100 (as 'ADU S-100') and CD11c+ cells, which are commonly known to express integrin alpha‑X (ITGAX). However, it only describes increased cell contacts after ADU‑S100 treatment, not a direct effect of ADU‑S100 on the ITGAX protein itself, making the support indirect.	25.781517505645752
DRUGBANK:DB14085	Cadmium	biolink:treats_or_applied_or_studied_to_treat	MONDO:0008903	lung cancer	To assess the effects of low concentration exposure on cell viability, we treated A594 lung cancer cell cultures with Ni and Cd for 24, 48, and 72 h at the following concentrations: 10 nM, 20 nM, 50 nM, 100 nM, 2 ?M, and 10 ?M.	tmkp:47b27269aeb04cbadabfef5ada256371e0e52ed27c0af4885924c578629c694a	[125, 127]	[87, 98]	0.5477259828362515	2020	RESULTS	False	no	True	True	The text mentions cadmium (Cd) and lung cancer cell cultures, but it describes using cadmium to assess cell viability, not to treat or study it as a therapy for lung cancer. There is no indication of therapeutic intent or hypothesis of treatment.	17.290184259414673
DRUGBANK:DB00722	Lisinopril	biolink:affects	UniProtKB:O60500	NPHN_HUMAN Nephrin (sprot)	Nephrin excretion was markedly elevated in vehicle-treated SSLepRmutant versus their SS counterparts (2,268???329 vs. 480???110?ng/day, respectively), and treatment with lisinopril significantly reduced nephrin excretion in SSLepRmutant rats (1,417???164?ng/day).	tmkp:71dd578c20dbeb7a0190f1b1967de3527bc0e27057ea8c834d20246b93e51da9	[170, 180]	[203, 210]	0.9996791	2021	paragraph	True	yes	True	True	The sentence explicitly states that treatment with lisinopril significantly reduced nephrin excretion, directly linking lisinopril (subject) to an effect on nephrin (object), which matches the 'affects' predicate.	9.563852787017822
UniProtKB:Q13546	RIPK1_HUMAN Receptor-interacting serine/threonine-protein kinase 1 (sprot)	biolink:affects	UniProtKB:Q12933	TRAF2_HUMAN TNF receptor-associated factor 2 (sprot)	In TNF-stimulated cells, RIPK1 promotes cell survival by stabilizing TRAF2 and cIAP1, which limits induction of non-canonical NF-kappaB and activation of caspase-8	tmkp:beac2062e05a4b865addbfb782276596b84fb94b3810a2f68d4de4a148f3cf08	[25, 30]	[69, 74]	0.9986148	2017	reference	True	yes	True	True	The sentence explicitly mentions RIPK1 and TRAF2 and states that RIPK1 stabilizes TRAF2, which is a direct effect on TRAF2's state, matching the 'affects' predicate.	5.131528377532959
DRUGBANK:DB12182	Binetrakin	biolink:affects	UniProtKB:O15245	S22A1_HUMAN Solute carrier family 22 member 1 (sprot)	These lines of evidence indicate that the down-regulation of Oct-1 and Oct-2 expression is not likely to be the mechanism by which IL-4 inhibits Nos2 gene transcriptional activity.	tmkp:429d771d7b75a0cf3d9f8bb0f9931b97ad95d5c70efe7927121bc9e37b824178	[131, 135]	[61, 66]	0.999691	2013	DISCUSS	False	no	False	False	The text discusses Oct-1, Oct-2, IL-4, and Nos2, with no mention of Binetrakin or SLC22A1, so it provides no evidence for the stated relationship.	6.058943033218384
DRUGBANK:DB00363	Clozapine	biolink:treats_or_applied_or_studied_to_treat	HP:0001332	dystonic disorder	In the case reported here, the combination therapy with clozapine and clonazepam and the long - term use of BTX resulted in a complete remission of dystonic movements.	tmkp:8988970f6f1fc333a8a09b3497b6506b0cf3a25146da9960ea64dcf3bf8b8647	[56, 65]	[148, 166]	1.047251428975102	2003	DISCUSS	True	yes	True	True	The text explicitly mentions clozapine and reports that a therapy including clozapine led to complete remission of dystonic movements, indicating clozapine was used to treat dystonia (dystonic disorder).	15.063731670379639
CHEBI:4670	Dobutamine	biolink:treats_or_applied_or_studied_to_treat	HP:0005162	Abnormal left ventricular function	These results suggested that the therapeutic effects of monotherapy with tolvaptan may not be inferior to those of combined carperitide and dobutamine treatment in patients with LV dysfunction.	tmkp:651dbbb5102546d7bbf3a9259b051ca65188f8bd02f47c7418bb5ca74ce5c29f	[140, 150]	[178, 192]	1.3135606000558329	2017	RESULTS	True	yes	True	True	The sentence explicitly mentions dobutamine and refers to its use as part of a treatment regimen for patients with LV dysfunction (left ventricular dysfunction), indicating it is applied to treat that condition.	6.465797185897827
DRUGBANK:DB13992	Azintamide	biolink:contributes_to	MONDO:0700048	hand-foot syndrome	Because the patient's only concurrent medications were azintamide, almagate and metoclopramide HCl, the HFS was attributed to capecitabine.	tmkp:b361359dbf473498eee78385b95f175ae9d1bd9a04209eae6c4ae3207d7443d2	[55, 65]	[104, 107]	0.9933083	2007	CASE	False	no	True	True	The sentence mentions azintamide and hand‑foot syndrome (HFS), but explicitly attributes HFS to capecitabine, not to azintamide, providing no evidence that azintamide contributes to the syndrome.	13.598360538482666
DRUGBANK:DB01211	Clarithromycin	biolink:affects	UniProtKB:Q06546	GABPA_HUMAN GA-binding protein alpha chain (sprot)	An in vitro study using human small airway epithelial cells revealed that clarithromycin decreased H2O2-induced inflammation through upregulation of Nrf2 expression.	tmkp:0e810a6fa3fd26ab7b71888ff5ac19e3608059d1775f8341cff85688487d97fe	[74, 88]	[149, 153]	0.99948335	2020	paragraph	False	no	True	False	The text mentions clarithromycin but does not mention GABPA (or any of its equivalent names), so the required relationship cannot be established.	5.978003740310669
DRUGBANK:DB08313	Nocodazole	biolink:affects	UniProtKB:Q8N2H4	SYS1_HUMAN Protein SYS1 homolog (sprot)	However, nocodazole-mediated increase in GFP::SYS-1 centrosomal enrichment is no longer observed when the nocodazole-treated dhc-1(ts) embryos are upshifted to the restrictive temperature, suggesting that the increased SYS-1 centrosomal enrichment seen in nocodazole-treated embryos still requires dynein trafficking.	tmkp:3fe3064de1a89ce4b1e82b1521f3646fc7cc362903e6fc121971dc62e0b9e069	[256, 266]	[219, 224]	0.99928683	2022	RESULTS	True	yes	True	True	The sentence explicitly mentions nocodazole and SYS-1 and states that nocodazole mediates an increase in SYS-1 centrosomal enrichment, indicating a direct effect of the drug on the protein.	11.301668405532837
UniProtKB:Q9UPW5	CBPC1_HUMAN Cytosolic carboxypeptidase 1 (sprot)	biolink:affects	UniProtKB:Q96NT0	CC115_HUMAN Coiled-coil domain-containing protein 115 (sprot)	The positive feedback from CCP-1 to F-actin is shown with a solid arrow from CCP-1 to an F-actin filament.	tmkp:e930254bcf93fc4fa86e389ae9e596c223afd55be7b97d534619cc134ebbae6f	[27, 32]	[77, 82]	0.90080494	2020	DISCUSS	False	no	True	False	The text mentions CCP-1 (the subject) but does not mention the object protein (CCDC115/VMA22). Without both entities present, the statement cannot support an 'affects' relationship between them.	9.294973850250244
DRUGBANK:DB00661	Verapamil	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005059	leukemia	Studies on compounds, including the calcium channel blocker verapamil, to reverse vincristine resistance in murine leukemia cells opened the door for the development of inhibitors of P-gp to overcome P-gp-mediated drug resistance.	tmkp:b096827cf0c8f0c60c3e11c3d5b34c8d873e7eef5dabd63a7960dd16b2807f9b	[60, 69]	[115, 123]	0.531223810484126	2010	METHODS	True	yes	True	True	The text explicitly mentions verapamil and murine leukemia cells, indicating a study investigating verapamil's ability to overcome drug resistance in leukemia cells. This qualifies as a study of verapamil for treating leukemia, satisfying the predicate definition.	17.616474628448486
DRUGBANK:DB09130	Copper	biolink:affects	UniProtKB:Q9BT22	ALG1_HUMAN Chitobiosyldiphosphodolichol beta-mannosyltransferase (sprot)	In Nrf1?/? cells, copper produced a significant 3.27-fold increase in MT-1 steady state mRNA level relative to untreated cells after 4 h treatment.	tmkp:0dbc4e52291304939bd8214af46482978a613000aac3a2d22c0ce59db3cb9764	[18, 24]	[70, 74]	0.9994868	2014	RESULTS	False	no	True	False	The text mentions copper but does not mention ALG1 or any of its equivalent names, so there is no evidence that copper affects the ALG1 protein.	6.971407890319824
DRUGBANK:DB08756	Y-27632	biolink:affects	UniProtKB:P02452	CO1A1_HUMAN Collagen alpha-1(I) chain (sprot)	Although the gene expression of COL1A1, COL1A2, FBN1 and ELN was inhibited in both the Y-27632-treated THS model and the TRS model (Fig.?5j), MMP1 expression was drastically induced by Y-27632 treatment and the release of tensional homoeostasis (Fig.?5j).	tmkp:f22824a888ec14c5e99f375b7790a7455dcf93d00fd7c37dcdadc7a0954ca84a	[87, 94]	[32, 38]	0.9996178	2020	RESULTS	True	yes	True	True	The text explicitly states that Y-27632 treatment inhibited the gene expression of COL1A1, indicating that Y-27632 has an effect on COL1A1, which matches the 'affects' predicate.	9.841830968856812
